location_id,country,city,latitude,longitude,facility
LOC-000136,UAE,Jeffreyborough,23.0833,49.4705,Colocation Facility
LOC-000137,Japan,North Brandon,40.2532,139.0937,HQ Data Center
LOC-000138,South Africa,Carrland,-26.7529,23.6944,Employee Home Network
LOC-000139,India,Perryshire,25.0211,76.949,Colocation Facility
LOC-000140,South Africa,Lake Heather,-26.6431,26.2948,Branch Office
LOC-000141,Brazil,Rossberg,-17.0408,-52.5669,HQ Data Center
LOC-000142,Japan,Port Michelleville,34.5661,140.0443,Colocation Facility
LOC-000143,South Korea,Robinsonhaven,32.5582,127.4408,Cloud Environment (Azure)
LOC-000144,Canada,Williamsbury,56.4716,-102.2775,HQ Data Center
LOC-000145,USA,South Dennismouth,38.5177,-99.3559,Employee Home Network
LOC-000146,UK,Stephaniemouth,50.8809,-4.645,Branch Office
LOC-000147,Brazil,Rivasside,-15.9665,-49.313,Colocation Facility
LOC-000148,Singapore,Merrittfort,3.8722,107.139,Remote/VPN Access Point
LOC-000149,South Africa,Greenbury,-34.7404,18.1313,HQ Data Center
LOC-000150,Australia,Katiehaven,-28.0322,129.4613,HQ Data Center
LOC-000151,Netherlands,Simsview,47.4429,2.7641,HQ Data Center
LOC-000152,Canada,Jonesport,52.6542,-110.0846,Cloud Environment (AWS)
LOC-000153,Canada,West Matthew,60.608,-106.6965,Remote/VPN Access Point
LOC-000154,Netherlands,East Edwardfurt,50.8216,6.3502,Cloud Environment (AWS)
LOC-000155,Netherlands,Lake Jason,55.3256,9.9385,Cloud Environment (AWS)
LOC-000156,Canada,Russellside,51.3872,-108.2272,Colocation Facility
LOC-000157,Japan,Perryborough,40.6195,135.2362,Branch Office
LOC-000158,USA,Priceshire,39.0621,-97.6971,Cloud Environment (AWS)
LOC-000159,Netherlands,Port Nicoleshire,56.971,8.1177,Regional Data Center
LOC-000160,UAE,Woodsstad,22.7079,52.5535,Regional Data Center
LOC-000161,India,Karenchester,24.0895,82.1862,Cloud Environment (AWS)
LOC-000162,Japan,South Jeffrey,40.8127,139.6088,Employee Home Network
LOC-000163,South Korea,Tuckerfurt,32.4377,124.5283,Remote/VPN Access Point
LOC-000164,Canada,Elizabethfurt,59.2124,-105.9651,Employee Home Network
LOC-000165,Brazil,Port Tanner,-14.8793,-49.615,Remote/VPN Access Point
LOC-000166,Australia,New Amanda,-21.7573,137.0824,Cloud Environment (AWS)
LOC-000167,Singapore,Vargastown,5.1684,101.2584,Employee Home Network
LOC-000168,Canada,Lake Roymouth,57.2337,-107.5569,HQ Data Center
LOC-000169,Brazil,North Jorge,-10.7255,-55.1069,Branch Office
LOC-000170,Australia,Jasonmouth,-22.2961,132.1785,Remote/VPN Access Point
LOC-000171,UAE,Kathleenfurt,18.5256,58.3284,Cloud Environment (AWS)
LOC-000172,Germany,Karenchester,53.3664,10.3373,Branch Office
LOC-000173,South Korea,Maryfort,35.6687,129.8853,Employee Home Network
LOC-000174,Netherlands,Lake Amberstad,47.305,3.2337,Colocation Facility
LOC-000175,South Korea,Lake Casey,33.3409,129.4065,Regional Data Center
LOC-000176,Brazil,Port Anthonybury,-13.7003,-53.4877,Regional Data Center
LOC-000177,Australia,Port Andrew,-23.2459,131.4843,Remote/VPN Access Point
LOC-000178,Germany,East David,47.3723,7.3773,Cloud Environment (AWS)
LOC-000179,South Korea,New Staciemouth,36.2664,130.3888,Cloud Environment (Azure)
LOC-000180,Germany,Katieburgh,48.3295,10.2935,Remote/VPN Access Point
LOC-000181,USA,Port Loriport,40.4165,-97.7504,Regional Data Center
LOC-000182,UK,New Anthonyport,53.4008,-1.3558,Cloud Environment (Azure)
LOC-000183,Singapore,Sandersborough,-3.1927,99.3651,Remote/VPN Access Point
LOC-000184,South Korea,New Hannahbury,40.3487,129.1456,Employee Home Network
LOC-000185,USA,Lake Kendraville,40.8174,-94.9723,Employee Home Network
LOC-000186,Brazil,West Amandastad,-14.8303,-55.0817,HQ Data Center
LOC-000187,Singapore,New Deborahtown,5.7627,103.5971,Cloud Environment (AWS)
LOC-000188,Japan,Shortville,36.1223,139.0231,HQ Data Center
LOC-000189,UK,Yumouth,51.8701,-2.8076,Remote/VPN Access Point
LOC-000190,USA,South Gregory,42.0294,-99.5284,Colocation Facility
LOC-000191,Canada,Christinaside,57.0917,-105.1626,Colocation Facility
LOC-000192,Brazil,Marshallshire,-10.15,-53.9518,Colocation Facility
LOC-000193,Singapore,Marcusbury,2.0384,99.4221,Cloud Environment (AWS)
LOC-000194,Netherlands,West Nicolebury,49.2105,2.4016,Cloud Environment (AWS)
LOC-000195,UK,Hudsonfurt,52.7768,-2.9161,Cloud Environment (Azure)
LOC-000196,India,Anthonymouth,19.6789,80.8566,Employee Home Network
LOC-000197,Singapore,South Jason,-3.3215,101.7008,Remote/VPN Access Point
LOC-000198,South Korea,Matthewview,39.5039,123.4787,Branch Office
LOC-000199,Mexico,New Stacyland,21.28,-99.6403,Branch Office
LOC-000200,Japan,Lake Richard,32.3526,135.501,Cloud Environment (Azure)
LOC-000201,Mexico,Lake Thomas,21.2908,-106.1304,HQ Data Center
LOC-000202,UK,Westtown,58.3044,-2.4856,Remote/VPN Access Point
LOC-000203,Brazil,West Jeffreybury,-17.9915,-50.0385,Colocation Facility
LOC-000204,Singapore,Elizabethstad,1.3568,103.7578,Cloud Environment (AWS)
LOC-000205,Canada,Transtad,51.529,-107.0265,Regional Data Center
LOC-000206,Canada,Barajasside,53.6341,-110.4335,HQ Data Center
LOC-000207,Netherlands,Michaelmouth,53.8554,2.9864,HQ Data Center
LOC-000208,Netherlands,Kristopherbury,54.6953,4.9963,Employee Home Network
LOC-000209,Mexico,Lake Jamesville,21.4161,-97.5833,Colocation Facility
LOC-000210,France,East Javier,49.7458,6.5789,Employee Home Network
LOC-000211,Australia,Hillshire,-26.1909,131.9857,Cloud Environment (AWS)
LOC-000212,South Africa,Tinaborough,-33.9513,22.054,Employee Home Network
LOC-000213,Singapore,Jeremyburgh,2.9779,102.8243,HQ Data Center
LOC-000214,Brazil,Alexisside,-18.3544,-54.4013,Cloud Environment (AWS)
LOC-000215,Netherlands,West Brandon,51.1744,5.4373,HQ Data Center
LOC-000216,France,New Kellyberg,50.2971,1.5081,HQ Data Center
LOC-000217,Germany,Garciatown,51.3501,11.6778,Employee Home Network
LOC-000218,France,Taylormouth,46.0238,-2.5956,Remote/VPN Access Point
LOC-000219,UAE,Jackton,19.7342,51.7281,Employee Home Network
LOC-000220,USA,Shelleyfort,32.3789,-94.4127,Branch Office
LOC-000221,South Korea,Port Cameronfort,32.4916,128.2753,Colocation Facility
LOC-000222,USA,New Crystalton,34.3372,-92.2988,Cloud Environment (AWS)
LOC-000223,Brazil,East Lisa,-9.7644,-50.4482,Cloud Environment (Azure)
LOC-000224,Brazil,Christopherbury,-9.9085,-54.0067,Remote/VPN Access Point
LOC-000225,Japan,New Kathybury,39.552,143.0553,Branch Office
LOC-000226,Brazil,Hayesmouth,-13.7223,-53.0894,Cloud Environment (Azure)
LOC-000227,South Africa,Michellechester,-34.8614,25.6643,Colocation Facility
LOC-000228,Australia,Ashleyton,-20.9319,133.8525,HQ Data Center
LOC-000229,Singapore,Port Jaredborough,3.6126,107.1946,Employee Home Network
LOC-000230,South Africa,Donnaburgh,-34.0735,23.3233,Regional Data Center
LOC-000231,Australia,East Andrea,-24.7552,134.2094,Employee Home Network
LOC-000232,Mexico,North Ricky,21.8523,-105.6663,Branch Office
LOC-000233,Canada,Carterbury,54.9601,-102.7867,Colocation Facility
LOC-000234,India,Jasminemouth,18.7755,78.6927,Colocation Facility
LOC-000235,Japan,Lake Jesusview,41.0889,141.1768,Cloud Environment (Azure)
LOC-000236,Brazil,South Danny,-9.5868,-55.6628,Regional Data Center
LOC-000237,South Africa,Lake Edward,-34.5559,26.3879,Cloud Environment (AWS)
LOC-000238,UAE,Margaretland,27.5285,49.0013,Cloud Environment (Azure)
LOC-000239,Japan,East Laurashire,39.9141,142.9525,Cloud Environment (AWS)
LOC-000240,Brazil,Scottmouth,-11.4197,-54.2751,Colocation Facility
LOC-000241,France,Hollyview,42.4066,0.174,Colocation Facility
LOC-000242,Australia,Kimton,-24.0064,137.6495,Employee Home Network
LOC-000243,South Africa,Navarroview,-30.1493,24.1121,Branch Office
LOC-000244,France,North Jeremyshire,48.4474,-0.2379,Branch Office
LOC-000245,South Korea,Port Emilyview,31.8116,132.5503,Cloud Environment (AWS)
LOC-000246,Brazil,Port Katelynfort,-17.5714,-53.9306,HQ Data Center
LOC-000247,India,Moonburgh,18.8374,74.5241,Regional Data Center
LOC-000248,Australia,Waltersfort,-25.9675,131.2171,Colocation Facility
LOC-000249,Canada,South Michaelmouth,57.9484,-109.5462,Cloud Environment (Azure)
LOC-000250,USA,Elizabethburgh,38.1851,-96.8875,Branch Office
LOC-000251,Brazil,Robertfort,-10.1067,-55.4941,Employee Home Network
LOC-000252,France,Elainefurt,44.1432,-0.5584,HQ Data Center
LOC-000253,Mexico,South Christopherview,26.6808,-98.5407,Cloud Environment (Azure)
LOC-000254,USA,Darrellfurt,36.5075,-97.2572,Remote/VPN Access Point
LOC-000255,France,Lake Mollymouth,51.2237,3.7914,Employee Home Network
LOC-000256,South Africa,Brownhaven,-32.5383,27.9312,Employee Home Network
LOC-000257,USA,Cindyfort,34.4623,-94.9937,Remote/VPN Access Point
LOC-000258,South Korea,Wolfborough,33.8601,132.5463,Colocation Facility
LOC-000259,Singapore,Andreaport,-3.5669,107.4705,HQ Data Center
LOC-000260,Mexico,Gilmorefort,24.6986,-102.5855,Remote/VPN Access Point
LOC-000261,Netherlands,North Teresabury,55.1212,6.3619,Regional Data Center
LOC-000262,Germany,West Andrea,52.5319,11.6604,Cloud Environment (Azure)
LOC-000263,France,Davisville,42.575,3.1629,HQ Data Center
LOC-000264,Singapore,Valentineberg,4.2382,99.1534,Regional Data Center
LOC-000265,South Korea,Cantuport,32.2219,131.8632,Regional Data Center
LOC-000266,South Korea,Robertfort,35.0628,124.7748,Regional Data Center
LOC-000267,UAE,Sanchezside,23.442,51.5731,Cloud Environment (Azure)
LOC-000268,Singapore,South James,5.4926,108.2617,Remote/VPN Access Point
LOC-000269,South Korea,Port Chad,39.6118,130.8092,Employee Home Network
LOC-000270,USA,Morganhaven,33.4978,-91.0479,Colocation Facility
LOC-000271,South Africa,Loriport,-27.5136,21.5953,Colocation Facility
LOC-000272,India,Maryshire,18.2383,75.1988,Regional Data Center
LOC-000273,France,Grimesmouth,49.0935,-0.4901,Colocation Facility
LOC-000274,South Africa,Reedside,-29.174,21.6522,Branch Office
LOC-000275,Brazil,Gibsonmouth,-18.9848,-48.083,Regional Data Center
LOC-000276,Mexico,Lake John,24.7353,-101.0763,Employee Home Network
LOC-000277,Mexico,Hallchester,25.6453,-101.0604,Cloud Environment (AWS)
LOC-000278,UK,West Juliefurt,50.8316,-8.0639,Employee Home Network
LOC-000279,USA,Mcneilberg,33.0621,-91.8403,Cloud Environment (Azure)
LOC-000280,Japan,Hannaberg,35.7412,139.9578,Colocation Facility
LOC-000281,Canada,Mollymouth,58.5531,-109.8016,Colocation Facility
LOC-000282,France,New Reneetown,42.5936,1.7818,Colocation Facility
LOC-000283,Singapore,South Monica,-3.3207,102.5251,Employee Home Network
LOC-000284,Brazil,North Terrance,-9.7294,-48.3708,Cloud Environment (AWS)
LOC-000285,France,Matthewfurt,45.2767,5.9053,Regional Data Center
LOC-000286,India,Port Markside,19.5751,75.861,Cloud Environment (AWS)
LOC-000287,South Africa,Finleyfort,-27.3176,18.8542,Branch Office
LOC-000288,France,New Caseyport,47.9983,6.5992,HQ Data Center
LOC-000289,Netherlands,Lake Christopher,50.4677,10.1795,Branch Office
LOC-000290,USA,Port Cynthiaville,40.3884,-95.1708,Branch Office
LOC-000291,South Africa,Jacksonport,-26.8625,21.2231,Cloud Environment (Azure)
LOC-000292,Netherlands,North Markton,56.1379,0.3197,Cloud Environment (Azure)
LOC-000293,UK,Michaelchester,55.7803,-0.4509,Cloud Environment (AWS)
LOC-000294,France,East Amanda,50.2679,-1.7937,Regional Data Center
LOC-000295,Netherlands,East Gregory,55.0169,6.1798,HQ Data Center
LOC-000296,UK,Harveybury,53.0318,-7.1684,Colocation Facility
LOC-000297,UAE,Durhamberg,19.5606,49.4834,Employee Home Network
LOC-000298,Netherlands,South Dana,50.753,6.228,Employee Home Network
LOC-000299,UAE,Scotttown,20.6396,54.9989,Remote/VPN Access Point
LOC-000300,Brazil,Santanaside,-12.8016,-56.6138,Employee Home Network
LOC-000301,South Africa,North Scott,-31.5433,24.7985,Employee Home Network
LOC-000302,South Korea,Vanessaport,40.0048,123.5018,Cloud Environment (AWS)
LOC-000303,Australia,Vaughnmouth,-24.1914,129.4319,Remote/VPN Access Point
LOC-000304,Canada,Jamesfurt,57.4612,-105.8632,Regional Data Center
LOC-000305,Japan,Rodriguezfurt,41.1511,138.5585,Employee Home Network
LOC-000306,UAE,Baileyport,24.4784,49.8396,Cloud Environment (AWS)
LOC-000307,South Africa,Port Dominiqueview,-29.0124,26.7146,Branch Office
LOC-000308,Japan,New Michelleton,35.7203,135.5378,Regional Data Center
LOC-000309,South Africa,Wallport,-31.0245,22.0974,Cloud Environment (AWS)
LOC-000310,Australia,New Laurie,-26.0068,135.4262,Regional Data Center
LOC-000311,UK,Lake James,57.2463,-3.6933,Cloud Environment (AWS)
LOC-000312,South Africa,Ericaberg,-34.7059,22.2563,Regional Data Center
LOC-000313,Netherlands,Lake Debbieport,48.4338,0.8911,Regional Data Center
LOC-000314,France,Johnsonstad,42.8257,0.4243,Colocation Facility
LOC-000315,South Africa,North Renee,-26.4011,18.452,Remote/VPN Access Point
LOC-000316,Canada,Julieburgh,54.2549,-110.3108,Branch Office
LOC-000317,UK,East Kristin,56.9455,-6.1936,Cloud Environment (AWS)
LOC-000318,Australia,Alyssaview,-21.8207,132.4507,Remote/VPN Access Point
LOC-000319,Canada,West Robin,53.392,-107.0557,HQ Data Center
LOC-000320,Canada,Coffeyport,60.4212,-103.0522,Remote/VPN Access Point
LOC-000321,India,Lindamouth,17.3979,80.9899,Remote/VPN Access Point
LOC-000322,Mexico,East Karenbury,22.0327,-107.4917,Cloud Environment (Azure)
LOC-000323,Canada,Coffeyside,57.7038,-110.6509,HQ Data Center
LOC-000324,USA,Christopherfurt,39.5513,-98.5616,Colocation Facility
LOC-000325,Brazil,West Amandamouth,-15.826,-53.2248,Regional Data Center
LOC-000326,Netherlands,Emilyview,56.5467,6.2535,HQ Data Center
LOC-000327,UK,Carsonstad,51.9522,-2.2576,Cloud Environment (AWS)
LOC-000328,Singapore,Lake Jesustown,0.7832,103.0599,Employee Home Network
LOC-000329,Japan,Rosebury,33.9365,140.8023,Cloud Environment (AWS)
LOC-000330,Australia,Lake Madisonport,-25.9753,131.6076,Employee Home Network
LOC-000331,UAE,Wilsonton,25.0954,49.302,Colocation Facility
LOC-000332,Canada,West Wendyville,51.6782,-109.3026,Branch Office
LOC-000333,Netherlands,East Paigeberg,48.5049,2.8465,Regional Data Center
LOC-000334,USA,Chavezside,32.1675,-93.2428,Cloud Environment (Azure)
LOC-000335,UK,Matthewsberg,54.1802,-1.3993,Regional Data Center
LOC-000336,USA,Penafort,36.0609,-93.2925,Colocation Facility
LOC-000337,India,Crosbyview,20.1912,74.7415,Regional Data Center
LOC-000338,Canada,Lake Mitchellmouth,55.4232,-107.3026,Colocation Facility
LOC-000339,Singapore,Sampsonstad,-2.4962,99.0284,Regional Data Center
LOC-000340,UK,Lake Michaelstad,58.3913,-2.2547,Regional Data Center
LOC-000341,USA,South Joshuaville,36.4573,-99.6543,Colocation Facility
LOC-000342,Canada,Davisborough,55.1349,-110.5603,Remote/VPN Access Point
LOC-000343,South Korea,North Kristinbury,34.3029,126.0976,Cloud Environment (Azure)
LOC-000344,USA,Port Anne,37.195,-99.5726,Branch Office
LOC-000345,Mexico,Port Kathyborough,26.3968,-104.0418,Cloud Environment (Azure)
LOC-000346,Germany,Port Molly,47.1937,8.0112,Cloud Environment (Azure)
LOC-000347,Canada,Kimtown,52.6591,-103.7553,Cloud Environment (AWS)
LOC-000348,UK,Micheleberg,59.891,-2.1565,Employee Home Network
LOC-000349,Netherlands,New John,52.77,6.086,Regional Data Center
LOC-000350,South Africa,North Donna,-25.8498,21.0989,Employee Home Network
LOC-000351,USA,East Alexisbury,36.7794,-94.399,Remote/VPN Access Point
LOC-000352,Canada,Alfredview,51.6921,-106.2734,Remote/VPN Access Point
LOC-000353,Brazil,East Judyhaven,-14.7159,-56.3564,Remote/VPN Access Point
LOC-000354,USA,Lake Brycemouth,38.5369,-90.9392,Cloud Environment (AWS)
LOC-000355,Canada,Williamville,57.0712,-107.502,HQ Data Center
LOC-000356,Brazil,Gordonton,-10.1445,-51.2087,Branch Office
LOC-000357,Australia,Stephentown,-24.2243,133.7888,HQ Data Center
LOC-000358,Brazil,South Melaniechester,-18.2,-47.934,Regional Data Center
LOC-000359,South Korea,South Jennifermouth,31.7511,129.2282,HQ Data Center
LOC-000360,Germany,North Marcberg,53.2419,15.3614,Cloud Environment (Azure)
LOC-000361,Australia,East Joshuashire,-26.5459,131.604,Colocation Facility
LOC-000362,Netherlands,Oscarhaven,50.5163,6.2702,Regional Data Center
LOC-000363,USA,Shawnchester,35.3871,-95.1333,Colocation Facility
LOC-000364,Singapore,Port Jacquelineside,-1.1279,107.3355,Cloud Environment (Azure)
LOC-000365,Australia,South Shannon,-29.4594,135.4112,Regional Data Center
LOC-000366,Singapore,South Matthew,6.0291,105.8046,Colocation Facility
LOC-000367,UK,Rossville,56.3285,0.944,Remote/VPN Access Point
